PERMIT_NUMBER,NAICS_CODE,NAICS_DESC,SIC_CODE,SIC_DESC
TNR051892,,,2033,Canned Fruits And Vegetables
TNR051893,331210,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,3317,Steel Pipe And Tubes
TNR051895,484121,"General Freight Trucking, Long-Distance, Truckload",4213,"Trucking, Except Local"
TNR051897,,,5093,Scrap And Waste Materials
TNR051898,325520,Adhesive Manufacturing,2891,Adhesives And Sealants
TNR051899,,,5015,"Motor Vehicle Parts, Used"
TNR051900,311812,Commercial Bakeries,2051,"Bread, Cake, And Related Products"
TNR051901,,,2951,Asphalt Paving Mixtures And Blocks
TNR051902,,,2951,Asphalt Paving Mixtures And Blocks
TNR051903,,,3842,Surgical Appliances And Supplies
TNR051906,332321,Metal Window and Door Manufacturing,3442,"Metal Doors, Sash, And Trim"
